,Comment,Class,Comment2,Comment3,Comment4
962,https www indiegogo com projects cleaning pan 2 please halp project,1,"['https', 'www', 'indiegogo', 'com', 'projects', 'cleaning', 'pan', '2', 'please', 'halp', 'project']","['http', 'www', 'indiegogo', 'com', 'project', 'clean', 'pan', '2', 'pleas', 'halp', 'project']",http www indiegogo com project clean pan 2 pleas halp project
963,sub channel reason,1,"['sub', 'channel', 'reason']","['sub', 'channel', 'reason']",sub channel reason
964,best song ever,0,"['best', 'song', 'ever']","['best', 'song', 'ever']",best song ever
965,come check parody,1,"['come', 'check', 'parody']","['come', 'check', 'parodi']",come check parodi
966,heard 6 years old still love,0,"['heard', '6', 'years', 'old', 'still', 'love']","['heard', '6', 'year', 'old', 'still', 'love']",heard 6 year old still love
967,eminem et rihana trop belle chanson,0,"['eminem', 'et', 'rihana', 'trop', 'belle', 'chanson']","['eminem', 'et', 'rihana', 'trop', 'bell', 'chanson']",eminem et rihana trop bell chanson
968,looks real daughter big fan likes lot songs,0,"['looks', 'real', 'daughter', 'big', 'fan', 'likes', 'lot', 'songs']","['look', 'real', 'daughter', 'big', 'fan', 'like', 'lot', 'song']",look real daughter big fan like lot song
969,watch sound,0,"['watch', 'sound']","['watch', 'sound']",watch sound
970,gooooood,0,['gooooood'],['gooooood'],gooooood
971,many comments,0,"['many', 'comments']","['mani', 'comment']",mani comment
972,wow video viewed youtube video second comes justin bieber baby smh world come,0,"['wow', 'video', 'viewed', 'youtube', 'video', 'second', 'comes', 'justin', 'bieber', 'baby', 'smh', 'world', 'come']","['wow', 'video', 'view', 'youtub', 'video', 'second', 'come', 'justin', 'bieber', 'babi', 'smh', 'world', 'come']",wow video view youtub video second come justin bieber babi smh world come
973,megan fox,0,"['megan', 'fox']","['megan', 'fox']",megan fox
974,gangman sty drop bass,0,"['gangman', 'sty', 'drop', 'bass']","['gangman', 'sti', 'drop', 'bass']",gangman sti drop bass
975,lmfao party rock anthem ft lauren bennett goonrock,0,"['lmfao', 'party', 'rock', 'anthem', 'ft', 'lauren', 'bennett', 'goonrock']","['lmfao', 'parti', 'rock', 'anthem', 'ft', 'lauren', 'bennett', 'goonrock']",lmfao parti rock anthem ft lauren bennett goonrock
976,waka waka,0,"['waka', 'waka']","['waka', 'waka']",waka waka
977,sheep period terrible music,0,"['sheep', 'period', 'terrible', 'music']","['sheep', 'period', 'terribl', 'music']",sheep period terribl music
978,check playlist youtube,1,"['check', 'playlist', 'youtube']","['check', 'playlist', 'youtub']",check playlist youtub
979,love katty perry,0,"['love', 'katty', 'perry']","['love', 'katti', 'perri']",love katti perri
980,dont see comments mine,0,"['dont', 'see', 'comments', 'mine']","['dont', 'see', 'comment', 'mine']",dont see comment mine
981,song awesome guys best love video hilarious lol im getting popular fast rap meaning thumbs piss next water toilet doesnt make noise,1,"['song', 'awesome', 'guys', 'best', 'love', 'video', 'hilarious', 'lol', 'im', 'getting', 'popular', 'fast', 'rap', 'meaning', 'thumbs', 'piss', 'next', 'water', 'toilet', 'doesnt', 'make', 'noise']","['song', 'awesom', 'guy', 'best', 'love', 'video', 'hilari', 'lol', 'im', 'get', 'popular', 'fast', 'rap', 'mean', 'thumb', 'piss', 'next', 'water', 'toilet', 'doesnt', 'make', 'nois']",song awesom guy best love video hilari lol im get popular fast rap mean thumb piss next water toilet doesnt make nois
982,shakira different happy time spending africa br dance sing speaks 4 languages,0,"['shakira', 'different', 'happy', 'time', 'spending', 'africa', 'br', 'dance', 'sing', 'speaks', '4', 'languages']","['shakira', 'differ', 'happi', 'time', 'spend', 'africa', 'br', 'danc', 'sing', 'speak', '4', 'languag']",shakira differ happi time spend africa br danc sing speak 4 languag
983,2008 2010 years pop,0,"['2008', '2010', 'years', 'pop']","['2008', '2010', 'year', 'pop']",2008 2010 year pop
984,roaaaaarrrrrr,0,['roaaaaarrrrrr'],['roaaaaarrrrrr'],roaaaaarrrrrr
985,lol funny love,0,"['lol', 'funny', 'love']","['lol', 'funni', 'love']",lol funni love
986,stupid roared lion real life dede,0,"['stupid', 'roared', 'lion', 'real', 'life', 'dede']","['stupid', 'roar', 'lion', 'real', 'life', 'dede']",stupid roar lion real life dede
987,eminem insperasen fav,0,"['eminem', 'insperasen', 'fav']","['eminem', 'insperasen', 'fav']",eminem insperasen fav
988,please subscribe every sub gets shout tell type videos u want try make happen,1,"['please', 'subscribe', 'every', 'sub', 'gets', 'shout', 'tell', 'type', 'videos', 'u', 'want', 'try', 'make', 'happen']","['pleas', 'subscrib', 'everi', 'sub', 'get', 'shout', 'tell', 'type', 'video', 'u', 'want', 'tri', 'make', 'happen']",pleas subscrib everi sub get shout tell type video u want tri make happen
989,hello azerbaijan br,0,"['hello', 'azerbaijan', 'br']","['hello', 'azerbaijan', 'br']",hello azerbaijan br
990,katy perry lion,0,"['katy', 'perry', 'lion']","['kati', 'perri', 'lion']",kati perri lion
991,rihanna eminem together unstoppable,0,"['rihanna', 'eminem', 'together', 'unstoppable']","['rihanna', 'eminem', 'togeth', 'unstopp']",rihanna eminem togeth unstopp
992,check music niggas,1,"['check', 'music', 'niggas']","['check', 'music', 'nigga']",check music nigga
993,coming check people still viewing video apparently still,0,"['coming', 'check', 'people', 'still', 'viewing', 'video', 'apparently', 'still']","['come', 'check', 'peopl', 'still', 'view', 'video', 'appar', 'still']",come check peopl still view video appar still
994,charlieee dddd saw lost understand,0,"['charlieee', 'dddd', 'saw', 'lost', 'understand']","['charliee', 'dddd', 'saw', 'lost', 'understand']",charliee dddd saw lost understand
995,best song ever,0,"['best', 'song', 'ever']","['best', 'song', 'ever']",best song ever
996,cool,0,['cool'],['cool'],cool
997,everybody please vote katy ema 2014 best song best female best pop best live best look best video please vote katy please please please vote vote vote katy katy katy,1,"['everybody', 'please', 'vote', 'katy', 'ema', '2014', 'best', 'song', 'best', 'female', 'best', 'pop', 'best', 'live', 'best', 'look', 'best', 'video', 'please', 'vote', 'katy', 'please', 'please', 'please', 'vote', 'vote', 'vote', 'katy', 'katy', 'katy']","['everybodi', 'pleas', 'vote', 'kati', 'ema', '2014', 'best', 'song', 'best', 'femal', 'best', 'pop', 'best', 'live', 'best', 'look', 'best', 'video', 'pleas', 'vote', 'kati', 'pleas', 'pleas', 'pleas', 'vote', 'vote', 'vote', 'kati', 'kati', 'kati']",everybodi pleas vote kati ema 2014 best song best femal best pop best live best look best video pleas vote kati pleas pleas pleas vote vote vote kati kati kati
998,katy perry roar official http youtu cevxzvsjlk8,0,"['katy', 'perry', 'roar', 'official', 'http', 'youtu', 'cevxzvsjlk8']","['kati', 'perri', 'roar', 'offici', 'http', 'youtu', 'cevxzvsjlk8']",kati perri roar offici http youtu cevxzvsjlk8
999,omg looks like piece mirror harry potter deathly hallows br either house sirius black,0,"['omg', 'looks', 'like', 'piece', 'mirror', 'harry', 'potter', 'deathly', 'hallows', 'br', 'either', 'house', 'sirius', 'black']","['omg', 'look', 'like', 'piec', 'mirror', 'harri', 'potter', 'deathli', 'hallow', 'br', 'either', 'hous', 'siriu', 'black']",omg look like piec mirror harri potter deathli hallow br either hous siriu black
1000,awesome xd,0,"['awesome', 'xd']","['awesom', 'xd']",awesom xd
1001,free gift cards go http www swagbucks com p register rb 13017194,1,"['free', 'gift', 'cards', 'go', 'http', 'www', 'swagbucks', 'com', 'p', 'register', 'rb', '13017194']","['free', 'gift', 'card', 'go', 'http', 'www', 'swagbuck', 'com', 'p', 'regist', 'rb', '13017194']",free gift card go http www swagbuck com p regist rb 13017194
1002,love,0,['love'],['love'],love
1003,everyone joking hacked get 2 billion views certain amount people whatever actually buy views,0,"['everyone', 'joking', 'hacked', 'get', '2', 'billion', 'views', 'certain', 'amount', 'people', 'whatever', 'actually', 'buy', 'views']","['everyon', 'joke', 'hack', 'get', '2', 'billion', 'view', 'certain', 'amount', 'peopl', 'whatev', 'actual', 'buy', 'view']",everyon joke hack get 2 billion view certain amount peopl whatev actual buy view
1004,beginning scared everything next thing know leopard bikini,0,"['beginning', 'scared', 'everything', 'next', 'thing', 'know', 'leopard', 'bikini']","['begin', 'scare', 'everyth', 'next', 'thing', 'know', 'leopard', 'bikini']",begin scare everyth next thing know leopard bikini
1005,http shhort com r hupweh5ab,1,"['http', 'shhort', 'com', 'r', 'hupweh5ab']","['http', 'shhort', 'com', 'r', 'hupweh5ab']",http shhort com r hupweh5ab
1006,please subscribe,1,"['please', 'subscribe']","['pleas', 'subscrib']",pleas subscrib
1007,fire,0,['fire'],['fire'],fire
1008,remember song,0,"['remember', 'song']","['rememb', 'song']",rememb song
1009,check video youtube,1,"['check', 'video', 'youtube']","['check', 'video', 'youtub']",check video youtub
1010,almost 1 billion views nice,0,"['almost', '1', 'billion', 'views', 'nice']","['almost', '1', 'billion', 'view', 'nice']",almost 1 billion view nice
1011,hi group leader angel rookie korean pop group four members chanicka julie stephanie leah please feel free check channel leave feedback cover videos criticism welcome know top notch singers please come leave constructive feedback videos appreciate chance improve auditioning korean management company plan auditioning jyp bighit jellyfish yg sm thank taking time day read,1,"['hi', 'group', 'leader', 'angel', 'rookie', 'korean', 'pop', 'group', 'four', 'members', 'chanicka', 'julie', 'stephanie', 'leah', 'please', 'feel', 'free', 'check', 'channel', 'leave', 'feedback', 'cover', 'videos', 'criticism', 'welcome', 'know', 'top', 'notch', 'singers', 'please', 'come', 'leave', 'constructive', 'feedback', 'videos', 'appreciate', 'chance', 'improve', 'auditioning', 'korean', 'management', 'company', 'plan', 'auditioning', 'jyp', 'bighit', 'jellyfish', 'yg', 'sm', 'thank', 'taking', 'time', 'day', 'read']","['hi', 'group', 'leader', 'angel', 'rooki', 'korean', 'pop', 'group', 'four', 'member', 'chanicka', 'juli', 'stephani', 'leah', 'pleas', 'feel', 'free', 'check', 'channel', 'leav', 'feedback', 'cover', 'video', 'critic', 'welcom', 'know', 'top', 'notch', 'singer', 'pleas', 'come', 'leav', 'construct', 'feedback', 'video', 'appreci', 'chanc', 'improv', 'audit', 'korean', 'manag', 'compani', 'plan', 'audit', 'jyp', 'bighit', 'jellyfish', 'yg', 'sm', 'thank', 'take', 'time', 'day', 'read']",hi group leader angel rooki korean pop group four member chanicka juli stephani leah pleas feel free check channel leav feedback cover video critic welcom know top notch singer pleas come leav construct feedback video appreci chanc improv audit korean manag compani plan audit jyp bighit jellyfish yg sm thank take time day read
1012,shakira favourite singer wooooo,0,"['shakira', 'favourite', 'singer', 'wooooo']","['shakira', 'favourit', 'singer', 'wooooo']",shakira favourit singer wooooo
1013,yay im 11th commenter crazy please donate bitcoins 1fhenqx1twqm153v2ptayiejnealahzvem,1,"['yay', 'im', '11th', 'commenter', 'crazy', 'please', 'donate', 'bitcoins', '1fhenqx1twqm153v2ptayiejnealahzvem']","['yay', 'im', '11th', 'comment', 'crazi', 'pleas', 'donat', 'bitcoin', '1fhenqx1twqm153v2ptayiejnealahzvem']",yay im 11th comment crazi pleas donat bitcoin 1fhenqx1twqm153v2ptayiejnealahzvem
1014,check video youtube,1,"['check', 'video', 'youtube']","['check', 'video', 'youtub']",check video youtub
1015,party da tonight,0,"['party', 'da', 'tonight']","['parti', 'da', 'tonight']",parti da tonight
1016,2015 im still listening,0,"['2015', 'im', 'still', 'listening']","['2015', 'im', 'still', 'listen']",2015 im still listen
1017,check video youtube,1,"['check', 'video', 'youtube']","['check', 'video', 'youtub']",check video youtub
1018,check video youtube,1,"['check', 'video', 'youtube']","['check', 'video', 'youtub']",check video youtub
1019,subscribe itz recaps diddle,1,"['subscribe', 'itz', 'recaps', 'diddle']","['subscrib', 'itz', 'recap', 'diddl']",subscrib itz recap diddl
1020,body like katy perry looks hot love,0,"['body', 'like', 'katy', 'perry', 'looks', 'hot', 'love']","['bodi', 'like', 'kati', 'perri', 'look', 'hot', 'love']",bodi like kati perri look hot love
1021,eminem rihanna sing song well,0,"['eminem', 'rihanna', 'sing', 'song', 'well']","['eminem', 'rihanna', 'sing', 'song', 'well']",eminem rihanna sing song well
1022,nice song,0,"['nice', 'song']","['nice', 'song']",nice song
1023,new goal 3 000 000 let go,0,"['new', 'goal', '3', '000', '000', 'let', 'go']","['new', 'goal', '3', '000', '000', 'let', 'go']",new goal 3 000 000 let go
1024,go check rapping video called four wheels please,1,"['go', 'check', 'rapping', 'video', 'called', 'four', 'wheels', 'please']","['go', 'check', 'rap', 'video', 'call', 'four', 'wheel', 'pleas']",go check rap video call four wheel pleas
1025,waka waka eh eh,0,"['waka', 'waka', 'eh', 'eh']","['waka', 'waka', 'eh', 'eh']",waka waka eh eh
1026,fuck keeps updated comments 5 minutes ago song 2 years 4 months ago,0,"['fuck', 'keeps', 'updated', 'comments', '5', 'minutes', 'ago', 'song', '2', 'years', '4', 'months', 'ago']","['fuck', 'keep', 'updat', 'comment', '5', 'minut', 'ago', 'song', '2', 'year', '4', 'month', 'ago']",fuck keep updat comment 5 minut ago song 2 year 4 month ago
1027,check gaming,1,"['check', 'gaming']","['check', 'game']",check game
1028,check pivot animations channel,1,"['check', 'pivot', 'animations', 'channel']","['check', 'pivot', 'anim', 'channel']",check pivot anim channel
1029,reach 100 subscribers go round public pouring bucket ice water people running away acting like like people see,1,"['reach', '100', 'subscribers', 'go', 'round', 'public', 'pouring', 'bucket', 'ice', 'water', 'people', 'running', 'away', 'acting', 'like', 'like', 'people', 'see']","['reach', '100', 'subscrib', 'go', 'round', 'public', 'pour', 'bucket', 'ice', 'water', 'peopl', 'run', 'away', 'act', 'like', 'like', 'peopl', 'see']",reach 100 subscrib go round public pour bucket ice water peopl run away act like like peopl see
1030,least get rid completely useless makeup,0,"['least', 'get', 'rid', 'completely', 'useless', 'makeup']","['least', 'get', 'rid', 'complet', 'useless', 'makeup']",least get rid complet useless makeup
1031,check video youtube,1,"['check', 'video', 'youtube']","['check', 'video', 'youtub']",check video youtub
1032,check videos please hate give one oportunity,1,"['check', 'videos', 'please', 'hate', 'give', 'one', 'oportunity']","['check', 'video', 'pleas', 'hate', 'give', 'one', 'oportun']",check video pleas hate give one oportun
1033,oh god go 1 billion replay love shakira,0,"['oh', 'god', 'go', '1', 'billion', 'replay', 'love', 'shakira']","['oh', 'god', 'go', '1', 'billion', 'replay', 'love', 'shakira']",oh god go 1 billion replay love shakira
1034,subscribe channel yo dj feelz,1,"['subscribe', 'channel', 'yo', 'dj', 'feelz']","['subscrib', 'channel', 'yo', 'dj', 'feelz']",subscrib channel yo dj feelz
1035,check playlist youtube,1,"['check', 'playlist', 'youtube']","['check', 'playlist', 'youtub']",check playlist youtub
1036,since feminist champion would want reinforce stereotype girls girly painting nails elephant probably even appreciate,0,"['since', 'feminist', 'champion', 'would', 'want', 'reinforce', 'stereotype', 'girls', 'girly', 'painting', 'nails', 'elephant', 'probably', 'even', 'appreciate']","['sinc', 'feminist', 'champion', 'would', 'want', 'reinforc', 'stereotyp', 'girl', 'girli', 'paint', 'nail', 'eleph', 'probabl', 'even', 'appreci']",sinc feminist champion would want reinforc stereotyp girl girli paint nail eleph probabl even appreci
1037,1 song world even 2015,0,"['1', 'song', 'world', 'even', '2015']","['1', 'song', 'world', 'even', '2015']",1 song world even 2015
1038,love roar katy perry favorite singer sometimes mute volume look,0,"['love', 'roar', 'katy', 'perry', 'favorite', 'singer', 'sometimes', 'mute', 'volume', 'look']","['love', 'roar', 'kati', 'perri', 'favorit', 'singer', 'sometim', 'mute', 'volum', 'look']",love roar kati perri favorit singer sometim mute volum look
1039,reach 3 billion views december 2014,0,"['reach', '3', 'billion', 'views', 'december', '2014']","['reach', '3', 'billion', 'view', 'decemb', '2014']",reach 3 billion view decemb 2014
1040,megan fox similar,0,"['megan', 'fox', 'similar']","['megan', 'fox', 'similar']",megan fox similar
1041,check video youtube,1,"['check', 'video', 'youtube']","['check', 'video', 'youtub']",check video youtub
1042,666 002 018 views 666 million 666 katy perry illuminati confirmed,0,"['666', '002', '018', 'views', '666', 'million', '666', 'katy', 'perry', 'illuminati', 'confirmed']","['666', '002', '018', 'view', '666', 'million', '666', 'kati', 'perri', 'illuminati', 'confirm']",666 002 018 view 666 million 666 kati perri illuminati confirm
1043,love song expect world cup,0,"['love', 'song', 'expect', 'world', 'cup']","['love', 'song', 'expect', 'world', 'cup']",love song expect world cup
1044,said video deserve 2billion views keep visiting watch viewer,0,"['said', 'video', 'deserve', '2billion', 'views', 'keep', 'visiting', 'watch', 'viewer']","['said', 'video', 'deserv', '2billion', 'view', 'keep', 'visit', 'watch', 'viewer']",said video deserv 2billion view keep visit watch viewer
1045,say song change world completely good job psy girls awesome,0,"['say', 'song', 'change', 'world', 'completely', 'good', 'job', 'psy', 'girls', 'awesome']","['say', 'song', 'chang', 'world', 'complet', 'good', 'job', 'psi', 'girl', 'awesom']",say song chang world complet good job psi girl awesom
1046,like,0,['like'],['like'],like
1047,check covers video coming please subscribe,1,"['check', 'covers', 'video', 'coming', 'please', 'subscribe']","['check', 'cover', 'video', 'come', 'pleas', 'subscrib']",check cover video come pleas subscrib
1048,great l subscribe,1,"['great', 'l', 'subscribe']","['great', 'l', 'subscrib']",great l subscrib
1049,katy perry roar official http youtu cevxzvsjlk8,0,"['katy', 'perry', 'roar', 'official', 'http', 'youtu', 'cevxzvsjlk8']","['kati', 'perri', 'roar', 'offici', 'http', 'youtu', 'cevxzvsjlk8']",kati perri roar offici http youtu cevxzvsjlk8
1050,nature beautiful need place tits video impress people,0,"['nature', 'beautiful', 'need', 'place', 'tits', 'video', 'impress', 'people']","['natur', 'beauti', 'need', 'place', 'tit', 'video', 'impress', 'peopl']",natur beauti need place tit video impress peopl
1051,hello 29 24 earth population world hope great day,0,"['hello', '29', '24', 'earth', 'population', 'world', 'hope', 'great', 'day']","['hello', '29', '24', 'earth', 'popul', 'world', 'hope', 'great', 'day']",hello 29 24 earth popul world hope great day
1052,always end coming back song br,0,"['always', 'end', 'coming', 'back', 'song', 'br']","['alway', 'end', 'come', 'back', 'song', 'br']",alway end come back song br
1053,haha 39 believe many kids listen eminem kids know drugs ends high jail wonder never ended od,0,"['haha', '39', 'believe', 'many', 'kids', 'listen', 'eminem', 'kids', 'know', 'drugs', 'ends', 'high', 'jail', 'wonder', 'never', 'ended', 'od']","['haha', '39', 'believ', 'mani', 'kid', 'listen', 'eminem', 'kid', 'know', 'drug', 'end', 'high', 'jail', 'wonder', 'never', 'end', 'od']",haha 39 believ mani kid listen eminem kid know drug end high jail wonder never end od
1054,2 billion views theres 2 million people world multiple accounts 1111,0,"['2', 'billion', 'views', 'theres', '2', 'million', 'people', 'world', 'multiple', 'accounts', '1111']","['2', 'billion', 'view', 'there', '2', 'million', 'peopl', 'world', 'multipl', 'account', '1111']",2 billion view there 2 million peopl world multipl account 1111
1055,subscribe call duty vids give aways goal 100 subs,1,"['subscribe', 'call', 'duty', 'vids', 'give', 'aways', 'goal', '100', 'subs']","['subscrib', 'call', 'duti', 'vid', 'give', 'away', 'goal', '100', 'sub']",subscrib call duti vid give away goal 100 sub
1056,wow 23 min ago,0,"['wow', '23', 'min', 'ago']","['wow', '23', 'min', 'ago']",wow 23 min ago
1057,looooved,0,['looooved'],['loooov'],loooov
1058,still watching 2015,0,"['still', 'watching', '2015']","['still', 'watch', '2015']",still watch 2015
1059,take look video youtube,1,"['take', 'look', 'video', 'youtube']","['take', 'look', 'video', 'youtub']",take look video youtub
1060,want win money hopme click href https www paidverts com ref sihaam01 https www paidverts com ref sihaam01 39 work 100 100,1,"['want', 'win', 'money', 'hopme', 'click', 'href', 'https', 'www', 'paidverts', 'com', 'ref', 'sihaam01', 'https', 'www', 'paidverts', 'com', 'ref', 'sihaam01', '39', 'work', '100', '100']","['want', 'win', 'money', 'hopm', 'click', 'href', 'http', 'www', 'paidvert', 'com', 'ref', 'sihaam01', 'http', 'www', 'paidvert', 'com', 'ref', 'sihaam01', '39', 'work', '100', '100']",want win money hopm click href http www paidvert com ref sihaam01 http www paidvert com ref sihaam01 39 work 100 100
1061,love katy,0,"['love', 'katy']","['love', 'kati']",love kati
1062,870 000 000 views 566 000 comments oh lanta,0,"['870', '000', '000', 'views', '566', '000', 'comments', 'oh', 'lanta']","['870', '000', '000', 'view', '566', '000', 'comment', 'oh', 'lanta']",870 000 000 view 566 000 comment oh lanta
1063,look pictures difficult http image2you ru 48051 1340524 http image2you ru 48051 1340523 http image2you ru 48051 1340522 http image2you ru 48051 1340521 http image2you ru 48051 1340520 http image2you ru 48051 1340519 http image2you ru 48051 1340518 http image2you ru 48051 1340517 http image2you ru 48051 1340504 http image2you ru 48051 1340503 http image2you ru 48051 1340502 http image2you ru 48051 1340500 http image2you ru 48051 1340499 http image2you ru 48051 1340494 http image2you ru 48051 1340493 http image2you ru 48051 1340492 http image2you ru 48051 1340491 http image2you ru 48051 1340490 http image2you ru 48051 1340489 http image2you ru 48051 1340488,1,"['look', 'pictures', 'difficult', 'http', 'image2you', 'ru', '48051', '1340524', 'http', 'image2you', 'ru', '48051', '1340523', 'http', 'image2you', 'ru', '48051', '1340522', 'http', 'image2you', 'ru', '48051', '1340521', 'http', 'image2you', 'ru', '48051', '1340520', 'http', 'image2you', 'ru', '48051', '1340519', 'http', 'image2you', 'ru', '48051', '1340518', 'http', 'image2you', 'ru', '48051', '1340517', 'http', 'image2you', 'ru', '48051', '1340504', 'http', 'image2you', 'ru', '48051', '1340503', 'http', 'image2you', 'ru', '48051', '1340502', 'http', 'image2you', 'ru', '48051', '1340500', 'http', 'image2you', 'ru', '48051', '1340499', 'http', 'image2you', 'ru', '48051', '1340494', 'http', 'image2you', 'ru', '48051', '1340493', 'http', 'image2you', 'ru', '48051', '1340492', 'http', 'image2you', 'ru', '48051', '1340491', 'http', 'image2you', 'ru', '48051', '1340490', 'http', 'image2you', 'ru', '48051', '1340489', 'http', 'image2you', 'ru', '48051', '1340488']","['look', 'pictur', 'difficult', 'http', 'image2y', 'ru', '48051', '1340524', 'http', 'image2y', 'ru', '48051', '1340523', 'http', 'image2y', 'ru', '48051', '1340522', 'http', 'image2y', 'ru', '48051', '1340521', 'http', 'image2y', 'ru', '48051', '1340520', 'http', 'image2y', 'ru', '48051', '1340519', 'http', 'image2y', 'ru', '48051', '1340518', 'http', 'image2y', 'ru', '48051', '1340517', 'http', 'image2y', 'ru', '48051', '1340504', 'http', 'image2y', 'ru', '48051', '1340503', 'http', 'image2y', 'ru', '48051', '1340502', 'http', 'image2y', 'ru', '48051', '1340500', 'http', 'image2y', 'ru', '48051', '1340499', 'http', 'image2y', 'ru', '48051', '1340494', 'http', 'image2y', 'ru', '48051', '1340493', 'http', 'image2y', 'ru', '48051', '1340492', 'http', 'image2y', 'ru', '48051', '1340491', 'http', 'image2y', 'ru', '48051', '1340490', 'http', 'image2y', 'ru', '48051', '1340489', 'http', 'image2y', 'ru', '48051', '1340488']",look pictur difficult http image2y ru 48051 1340524 http image2y ru 48051 1340523 http image2y ru 48051 1340522 http image2y ru 48051 1340521 http image2y ru 48051 1340520 http image2y ru 48051 1340519 http image2y ru 48051 1340518 http image2y ru 48051 1340517 http image2y ru 48051 1340504 http image2y ru 48051 1340503 http image2y ru 48051 1340502 http image2y ru 48051 1340500 http image2y ru 48051 1340499 http image2y ru 48051 1340494 http image2y ru 48051 1340493 http image2y ru 48051 1340492 http image2y ru 48051 1340491 http image2y ru 48051 1340490 http image2y ru 48051 1340489 http image2y ru 48051 1340488
1064,well dudes faded fuck,0,"['well', 'dudes', 'faded', 'fuck']","['well', 'dude', 'fade', 'fuck']",well dude fade fuck
1065,votekatyperry 2014 mtv vma best lyric video see lead vote http mtv com ut15kx,1,"['votekatyperry', '2014', 'mtv', 'vma', 'best', 'lyric', 'video', 'see', 'lead', 'vote', 'http', 'mtv', 'com', 'ut15kx']","['votekatyperri', '2014', 'mtv', 'vma', 'best', 'lyric', 'video', 'see', 'lead', 'vote', 'http', 'mtv', 'com', 'ut15kx']",votekatyperri 2014 mtv vma best lyric video see lead vote http mtv com ut15kx
1066,help shakira 39 waka waka first song female artist reach 1 billion views br dark horse ahead roughly 100 million views roar 50 million views br href https www youtube com watch v prpeedmmmq0 https www youtube com watch v prpeedmmmq0,1,"['help', 'shakira', '39', 'waka', 'waka', 'first', 'song', 'female', 'artist', 'reach', '1', 'billion', 'views', 'br', 'dark', 'horse', 'ahead', 'roughly', '100', 'million', 'views', 'roar', '50', 'million', 'views', 'br', 'href', 'https', 'www', 'youtube', 'com', 'watch', 'v', 'prpeedmmmq0', 'https', 'www', 'youtube', 'com', 'watch', 'v', 'prpeedmmmq0']","['help', 'shakira', '39', 'waka', 'waka', 'first', 'song', 'femal', 'artist', 'reach', '1', 'billion', 'view', 'br', 'dark', 'hors', 'ahead', 'roughli', '100', 'million', 'view', 'roar', '50', 'million', 'view', 'br', 'href', 'http', 'www', 'youtub', 'com', 'watch', 'v', 'prpeedmmmq0', 'http', 'www', 'youtub', 'com', 'watch', 'v', 'prpeedmmmq0']",help shakira 39 waka waka first song femal artist reach 1 billion view br dark hors ahead roughli 100 million view roar 50 million view br href http www youtub com watch v prpeedmmmq0 http www youtub com watch v prpeedmmmq0
1067,old good song,0,"['old', 'good', 'song']","['old', 'good', 'song']",old good song
1068,hii youtube,0,"['hii', 'youtube']","['hii', 'youtub']",hii youtub
1069,loved much get stand fear,0,"['loved', 'much', 'get', 'stand', 'fear']","['love', 'much', 'get', 'stand', 'fear']",love much get stand fear
1070,please share help friend http www gofundme com jormis thank much,1,"['please', 'share', 'help', 'friend', 'http', 'www', 'gofundme', 'com', 'jormis', 'thank', 'much']","['pleas', 'share', 'help', 'friend', 'http', 'www', 'gofundm', 'com', 'jormi', 'thank', 'much']",pleas share help friend http www gofundm com jormi thank much
1071,good,0,['good'],['good'],good
1072,ima rapper trying get notice please check mixtape datpiff com mixtapes detail php id 633807,1,"['ima', 'rapper', 'trying', 'get', 'notice', 'please', 'check', 'mixtape', 'datpiff', 'com', 'mixtapes', 'detail', 'php', 'id', '633807']","['ima', 'rapper', 'tri', 'get', 'notic', 'pleas', 'check', 'mixtap', 'datpiff', 'com', 'mixtap', 'detail', 'php', 'id', '633807']",ima rapper tri get notic pleas check mixtap datpiff com mixtap detail php id 633807
1073,man beautiful,0,"['man', 'beautiful']","['man', 'beauti']",man beauti
